#00)theta                     01)e_pot                      02)forces[0]                  03)forces[1]                  04)torque                     
-29.12999999999971            -1075.063665023639            8.54316617449058e-13          -2.81302758864399e-13         -692.2617476610328            
-29.11999999999971            -1074.942546532307            7.260858581048524e-13         -2.320366121466577e-14        -695.6321183801               
-29.1099999999997             -1074.735481020416            -1.128208637624084e-12        -2.106370633470078e-13        -686.2467227072181            
-29.0999999999997             -1074.615410593602            7.09432512735475e-13          -1.892375145473579e-13        -689.6363929278833            
-29.0899999999997             -1074.494760384564            -1.139088823265411e-13        -7.483458297485868e-13        -692.8906481650366            
-29.0799999999997             -1074.373553970012            -9.907630271754897e-13        -4.864442182395123e-13        -696.0101477839531            
-29.0699999999997             -1074.251814812388            -9.126033262418787e-14        -1.347311151533859e-12        -698.9955413772065            
-29.0599999999997             -1074.129566261816            3.737010700888277e-13         -2.741140647799511e-13        -701.8474660067715            
-29.0499999999997             -1074.006831558521            8.36664071357518e-13          -5.650202528073578e-13        -704.5665434166297            
-29.03999999999969            -1073.883633835756            5.353495424742505e-13         3.019806626980426e-13         -707.1533772201618            
-29.02999999999969            -1073.759996123215            2.844391389089651e-13         -4.63656890659081e-13         -709.6085500633089            
-29.01999999999969            -1073.635941350938            -5.488942633746774e-13        -6.835365606860933e-13        -711.932620766536             
-29.00999999999969            -1073.51149235372             2.02038386021286e-12          1.195155086008981e-13         -714.1261214477821            
-28.99999999999969            -1073.38667187602             -6.128431095930864e-13        -7.307210392326624e-13        -716.1895546296423            
-28.98999999999969            -1073.261502577393            2.369215934550084e-13         -9.632017405891702e-13        -718.1233903327942            
-28.97999999999968            -1073.136007038399            1.505462421391712e-13         -9.154066393790572e-13        -719.9280631583547            
-28.96999999999968            -1073.010207767059            -1.045385999987047e-12        -4.87443418961675e-13         -721.6039693622702            
-28.95999999999968            -1072.884127205784            6.128431095930864e-14         -2.464972670424004e-13        -723.1514639236364            
-28.94999999999968            -1072.687608007315            8.506528814677949e-13         -1.406097460687761e-13        -723.5223133303987            
-28.93999999999968            -1072.561215605814            3.801403636316536e-13         -4.138356324290271e-13        -724.8066453596756            
-28.92999999999968            -1072.434610179878            1.483480005504134e-12         -1.105227021014343e-13        -725.9634248698221            
-28.91999999999967            -1072.30781397679             1.460831455801781e-12         2.314259894831139e-13         -726.9928127491456            
-28.90999999999967            -1072.180849220587            2.062572335148616e-12         -1.643130076445232e-14        -727.8949139576599            
-28.89999999999967            -1072.053738122082            1.226574397605873e-12         4.013456234019941e-14         -728.6697746206698            
-28.88999999999967            -1071.926502889386            -3.026467965128177e-13        -4.550804177938517e-13        -729.3173791367897            
-28.87999999999967            -1071.799165738922            1.130207039068409e-13         2.315925229368077e-13         -729.8376473023561            
-28.86999999999967            -1071.671748906958            1.825206652483757e-13         -8.506528814677949e-13        -730.2304314565366            
-28.85999999999967            -1071.544274661633            -6.181721801112872e-13        -5.555000903711971e-13        -730.4955136491262            
-28.84999999999966            -1071.416765315458            2.120081887824199e-12         -1.426636586643326e-14        -730.632602833909             
-28.83999999999966            -1071.289243238321            1.342037592166889e-12         -2.575717417130363e-14        -730.6413320911017            
-28.82999999999966            -1071.161730870975            1.747046951550146e-12         -6.800671137341396e-13        -730.5212558819824            
-28.81999999999966            -1071.03425073899             2.713385072183883e-13         6.900036098045348e-13         -730.2718473374136            
-28.80999999999966            -1070.906825467182            1.737721078143295e-12         -6.261657858885883e-14        -729.8924955849059            
-28.79999999999966            -1070.779477794515            1.246114322839276e-12         -2.358668815816145e-13        -729.38250311633              
-28.78999999999965            -1070.652230589428            6.377121053446899e-13         2.431388423929093e-13         -728.741083198866             
