#00)dt*it                     01)e_pot                      02)pos_cm[0]                  03)pos_cm[1]                  04)Vcm[0]                     05)Vcm[1]                     06)angle                      07)omega                      08)forces[0]                  09)forces[1]                  10)torque                     
24.4                          -1025.658886792252            0.853532315188922             -3.857668204338272            -0.3134268720606462           -0.004158499216446366         17.57689393238701             0.8373686060204586            -5.721455844115567            1.393928567652824             1246.627220641457             
24.42                         -1025.99573848959             0.8533433556607147            -3.857220508964467            -0.02429452295500542          0.2045732198136597            17.59334833302058             0.8291666755490166            -5.583300419272561            0.9910994404133038            1088.213690539646             
24.44                         -1026.290048176123            0.8519615322162303            -3.857531345527044            -0.2797090486147906           -0.5184147843471367           17.60967820756353             0.8122788817287204            -4.389856543643578            1.339992372619122             931.2080579806784             
24.46                         -1026.534362682128            0.8514964845934927            -3.857503193214329            0.3336078827620262            0.4418124179442036            17.62595119662072             0.8041022304263926            -3.852666997890862            1.283737047932452             775.5359497246353             
24.48                         -1026.735129884494            0.8506589692726551            -3.857307146274331            -0.1752850785824965           0.3811415952665596            17.64217416143076             0.8110184548675571            -3.059024449065957            1.25456239520456              620.4554994334212             
24.5                          -1026.888447435326            0.8507126580470848            -3.856956812315418            0.0465497729209538            -0.4239747498983348           17.65829423293621             0.8137785146353927            -2.849689580018685            0.9317716811572718            467.9915037155636             
24.52                         -1026.999215044813            0.8502852918852256            -3.856981298809985            0.1930836609310113            -0.02948721806099268          17.67431633073557             0.8008142421362149            -2.172335264495752            0.9579301838220178            316.8347220879655             
24.54                         -1027.067001763133            0.849897788667822             -3.857324031299413            0.08473722518888509           -0.06464074719052471          17.6902970918968              0.8156749573936638            -1.389295479310551            1.164163028299824             167.0153357936204             
24.56                         -1027.093000153719            0.8497286935612596            -3.85732336084367             -0.05163133300010727          -0.1171973327920096           17.70621799767483             0.8054983085678493            -0.7882248585803557           1.148951199789817             18.94069299393666             
24.58                         -1027.077703907372            0.8490896101171783            -3.857549409327242            0.1621547707455282            -0.06896890973023562          17.72208310914414             0.7962979395042612            0.2259962219428733            1.393929099911862             -128.5230245794123            
24.6                          -1027.023264177829            0.8497475279860476            -3.85703741496552             -0.1271396422763468           -0.02077935050417029          17.73787992756941             0.7905235988619476            0.2634022136072627            0.9355516299399551            -271.5952142285769            
24.62                         -1026.928994545411            0.8499912906491855            -3.857306210042923            0.2413801786971523            0.0304091979581339            17.75361800138252             0.7942393231186713            0.8218231959494862            1.016775075139721             -413.6285914459506            
24.64                         -1026.79625726005             0.8502465061325496            -3.857907945454669            0.03285728774012569           -0.07065146568336919          17.76929109548766             0.7671180854738073            1.509703210669293             1.29572712794744              -553.7216494791388            
24.66                         -1026.626841213832            0.8507448913488412            -3.858327349806921            0.01637595174277524           -0.01703269290450087          17.78490997294827             0.7789719386661901            2.052068097526933             1.427007729354586             -691.3011090295505            
24.68                         -1026.421400960834            0.8510674401401495            -3.858736554828376            0.3577663171335236            0.2243232568211522            17.80042439894017             0.7862383875301636            2.753313210831369             1.61414221234417              -826.9863527267637            
24.7                          -1026.183261395077            0.8520651563999442            -3.858795503592721            -0.2091690060256345           0.1484117739349195            17.81588443258083             0.7843513547514477            3.006673240619127             1.468766041103942             -958.4123393717423            
24.72                         -1025.909319646942            0.8528716736192863            -3.859293351321585            0.09575021423633838           0.2033536990089408            17.83132210559564             0.7668986927113368            3.548502994001058             1.616439159742204             -1088.623305348588            
24.74                         -1025.603288096813            0.8533390909489754            -3.858422199767745            0.01830957734476699           0.03069260360555309           17.84667779991389             0.7597508277829681            4.011620206996797             1.165191067888272             -1217.022420626695            
24.76                         -1025.261738511785            0.8533770616412567            -3.857815652212643            0.1468891631532175            0.1738527259093746            17.86198912210077             0.7396817757321413            4.850337761242583             0.9783776348758164            -1345.01057323807             
24.78                         -1024.892354548541            0.8543963042998435            -3.85799332274121             -0.01782399990077459          0.2140864034652111            17.87724301606519             0.7679145783082802            5.356795104273001             0.9684329922072448            -1467.316059676109            
24.8                          -1024.494103944826            0.8556338297731848            -3.858440823234194            -0.2790848397364575           0.09894023268830303           17.89242943916479             0.7617757243843503            5.863508810436503             1.058974713811168             -1586.320931362213            
24.82                         -1024.064083570729            0.8564148088052201            -3.858293108378024            0.1109574763632436            0.4535856470151241            17.90757553773576             0.7487814165852168            6.549546108094047             0.9817545880817913            -1704.556048411835            
24.84                         -1023.609638352861            0.8576194906508399            -3.858158171868255            -0.5123347132545938           -0.08101860932089897          17.9226275303736              0.7607547941551802            7.055858267059902             0.8285347806683827            -1818.062029550657            
24.86                         -1023.126666817277            0.8587662197274761            -3.858034961122832            0.02659691864933126           -0.2043667757927146           17.93765499783193             0.7375989264884336            7.662648145041761             0.7164150959214597            -1929.490505583903            
24.88                         -1022.617124558285            0.8599767604515443            -3.858166283566305            0.08716451189413688           0.06489555382090863           17.95264627998923             0.7219869895532843            8.359046983877057             0.7337956734509232            -2038.374078465268            
24.9                          -1022.088711973767            0.8617508909204822            -3.858021497670251            0.1483025979203388            -0.2832544771700262           17.96755093399397             0.7573776299377835            8.748976060885182             0.5030492455292492            -2141.086527491892            
24.92                         -1021.534359082832            0.8633834657268168            -3.857978241404674            -0.08724588831805527          0.118940945141761             17.9824281870957              0.7449848232474439            9.311275918861021             0.3771349954510699            -2242.016795946302            
24.94                         -1020.960224461312            0.8654266257838847            -3.858112479619899            0.1990631657590634            0.1920603546208085            17.99727762266756             0.7367140222784754            9.775847431131446             0.2607988956407246            -2338.125560179179            
24.96                         -1020.363295988116            0.8673605501430015            -3.858362742114165            0.3095310440844623            -0.4597646326255888           18.01208258485301             0.7531464524154089            10.39887155273825             0.2456833099916542            -2432.136374496994            
24.98                         -1019.747488550185            0.8695245553048397            -3.858769824045513            0.2457420876009211            -0.5787130242536465           18.02685800809583             0.7227633439146383            11.01985622283968             0.270544759455194             -2522.16617777873             
25                            -1019.101457319783            0.8707730125284342            -3.858693108962752            0.1005461296373893            0.0592952164720803            18.04159023076201             0.7535333302242129            12.04815518654739             0.3031096621875022            -2614.597261967214            
25.02                         -1018.441530707159            0.8725170054112916            -3.858610655674851            -0.06850608536802452          0.3274377764440611            18.05628438555582             0.7383781934667842            12.90021393821217             0.2402284204945504            -2701.13323400525             
25.04                         -1017.765670519325            0.8745055153334729            -3.858277054978205            0.01132119064977647           0.2188511900579048            18.07095784473761             0.7411246654714139            13.65189211644299             0.03055702803151394           -2782.930361442151            
25.06                         -1017.075512230062            0.8766520327764921            -3.858284042885839            0.04690018039550271           -0.3697876905933227           18.08558155779585             0.7205075732527949            14.48072251273818             -0.03689074330906283          -2861.202656506722            
25.08                         -1016.36788121221             0.8785977884999705            -3.858427084226856            0.4093531952631967            -0.2318289255528374           18.10013937058677             0.7149664271913231            15.50713301451824             0.02374486543038934           -2938.117802459393            
25.1                          -1015.654239788036            0.8811467221689169            -3.858256071288558            0.174339862202519             -0.0935306673219507           18.11467290225245             0.7313742923102859            16.26373335416202             -0.1678976145218476           -3007.225541705939            
25.12                         -1014.92841419077             0.8837949757237249            -3.858024719580323            -0.04181586633459011          -0.2230871856053703           18.1291820538286              0.7213885955195134            17.04647089422647             -0.3818672283184723           -3072.477341238337            
