-4.450000000000000178e+00 -7.707626094000000982e+00
-6.675000000000000711e+00 -3.853813047000000935e+00
-8.900000000000000355e+00 -8.881784197001252323e-16
0.000000000000000000e+00 -7.707626094000000982e+00
-2.225000000000000089e+00 -3.853813047000000935e+00
-4.450000000000000178e+00 -8.881784197001252323e-16
-6.675000000000000711e+00 3.853813047000000047e+00
4.450000000000000178e+00 -7.707626094000000982e+00
2.225000000000000533e+00 -3.853813047000000935e+00
0.000000000000000000e+00 -8.881784197001252323e-16
-2.225000000000000533e+00 3.853813047000000047e+00
-4.450000000000000178e+00 7.707626093999999206e+00
8.881784197001252323e-16 7.707626093999999206e+00
2.225000000000000533e+00 3.853813047000000047e+00
4.450000000000001954e+00 -8.881784197001252323e-16
6.675000000000001599e+00 -3.853813047000000935e+00
4.450000000000000178e+00 7.707626093999999206e+00
6.674999999999999822e+00 3.853813047000000047e+00
8.900000000000002132e+00 -8.881784197001252323e-16
